2022-05-10 21:28:41+00:00,Isbah_Anwar,"I request everyone that from now onwards I want to see more Pakistani flags than PTI flags because my people, it rarely happens in the lifetime of a country that the whole nation is standing together for one stance and one ideology!

#JhelumJalsa
#امپورٹڈ__حکومت__نامنظور https://t.co/ycjNeBHC4d",Positive,0.5120729207992554
2022-05-10 21:28:08+00:00,farrukhhashmii,"Imported Govt has started following instructions &amp; pleasing India btw no response from India at all, Shameful

ابھی بھی کوئی سازش اور مداخلت میں فرق پوچھے تو بتا دینا عمران خان آیا تھا

غیرت ہے بڑی چیز جہانِ تگ و دَو میں
پہناتی ہے درویش کو تاجِ سرِ دارا

 #امپورٹڈ__حکومت__نامنظور https://t.co/w80OdPZTTs",Negative,0.6549733877182007
2022-05-10 21:22:56+00:00,realarslanleo,"جہاں ممتا وہاں DALDAجہاں خواب وہاں HBL جہاں جھوٹ وہاں 'مریم' جہاں بوٹ وہاں 
چیری بلاسم 

Copied from Facebook 

#امپورٹڈ__حکومت__نامنظور",Neutral,0.8160004615783691
2022-05-10 21:20:53+00:00,thepublicguy1,"@PTIofficial @BBhuttoZardari Here's our Tiger @ImranKhanPTI. Elections ko Aney do, zardari aur Shareef family key ham kursia ULAT dengey. We will topple them from their seats. See the difference the other two pics. #امپورٹڈ__حکومت__نامنظور 
#Bajwa 
#ImranKhan 
#MianwaliJalsa https://t.co/pSDRPo2HZ1",Neutral,0.7192208170890808
2022-05-10 21:19:50+00:00,sheikh_ahmer_,DG ISI &amp; DG ISPR should come from other armed forces too @ImranKhanPTI #امپورٹڈ__حکومت__نامنظور,Neutral,0.8292662501335144
2022-05-10 21:19:47+00:00,Mushtak_khan_tk,"@siasatpk 10 percent journey from there 
#امپورٹڈ__حکومت__نامنظور",Neutral,0.8366639614105225
2022-05-10 21:16:43+00:00,KhalidaTasneem,"جہاں ممتا وہاں DALDAجہاں خواب وہاں HBL جہاں جھوٹ وہاں 'مریم' جہاں بوٹ وہاں 
چیری بلاسم 

Copied from Facebook 

#امپورٹڈ__حکومت__نامنظور",Neutral,0.8160004615783691
2022-05-10 21:14:29+00:00,Abraruddin848,"Those to whom saris were sent as gifts, those who used to say till yesterday that the great Khan sent Kashmir, listen to the reality of Imran Khan and the reality of these beggars from the people of India. 
#امپورٹڈ__حکومت__نامنظور https://t.co/HY9HEB6wMZ",Neutral,0.5449245572090149
2022-05-10 21:12:02+00:00,wajid_ali99,"IK’s each public gathering has a unique touching picture. Below 👇 picture from Jehlum today. 
🥰
It is showing d nature of the crowd attending his Jalsa. young, old, women, rich, poor, urban, rural all walks of life. 
Real transformation. All chanting 
#امپورٹڈ__حکومت__نامنظور https://t.co/lNeOg3cHau",Positive,0.9215206503868103
2022-05-10 21:11:11+00:00,AlviZaafir,"https://t.co/0zzMLwXg7G
Stumbled across this article from 2018, shows how JKT and Aleem Khan have been creating hurdles for pti and showing their 2 faced nature. They were always concerned about their own agenda/corruption.
#JhelumJalsa
#PTI
#امپورٹڈ__حکومت__نامنظور",Negative,0.5868415832519531
2022-05-10 21:09:32+00:00,QaziSaj20,"Plz save our lacs of students lives, resume our student visa now it's banned from Jan2020 till now, #China is normal now
#takeUsBackToChina 
#AamirLiaquatHussain
#QadirPatel
#امپورٹڈ__حکومت__نامنظور
#WhatsApp
#Omicron
#shaegill
#JhelumJalsa
#CherryBlossom
#NawazSharif
#rain https://t.co/HHRLtzXywO",Neutral,0.6004870533943176
2022-05-10 21:07:54+00:00,AWjamalfc,"The imported government is facing disgrace from all sides.
Pakistan and the Pakistani people are suffering in every way because of the slaves of America.
 #امپورٹڈ__حکومت__نامنظور https://t.co/QQXiIWpn41",Negative,0.9124361872673035
2022-05-10 21:03:59+00:00,abuhafsahjamil,"Proud to be member of @PTI_KHI from #NA243. It’s our time to sacrifice for the future of #Pakistan and new generation.
#امپورٹڈ__حکومت__نامنظور #MarchAgainstImportedGovt @Asad_Umar",Positive,0.93804931640625
2022-05-10 21:00:55+00:00,Gul_axm,"@Nas_k27 Abi-nangan &amp; Co will attack Pakistan from London. Shameless lot.
#Exported_hakumat_namanzoor
#امپورٹڈ__حکومت__نامنظور",Negative,0.8847107291221619
2022-05-10 20:59:11+00:00,alycasmeee,"And that 👇 at the cost of backing off from Kashmiri people’s human right 
#امپورٹڈ__حکومت__نامنظور https://t.co/64QIYGWMU1",Negative,0.7135004997253418
2022-05-10 20:53:50+00:00,Usman89rana,What a shame Jokers @OfficialDGISPR so this was the Government u imposed on Pakistan who went to get instructions from UK from a absconder OO DUB K MAR JAO BAJWA SAAB #امپورٹڈ__حکومت__نامنظور,Negative,0.913673996925354
2022-05-10 20:47:25+00:00,zakichaudhry2,Today it is not #PTI who needs #Pakistan but it is Pakistan and Pakistanis who need #PTI to save them from this dark dynastic whirlpool we are stuck in. A vortex of hopelessness corruption and slavery. #MarchAgainstImportedGovt #امپورٹڈ__حکومت__نامنظور #امپورٹڈ_حکومت_نامنظور,Negative,0.7980799674987793
2022-05-10 20:44:13+00:00,ask4fadi,"@siasatpk Convict, absconder, corrupt and shameless person. Those interviewing him and giving him respect are also not that different from him. #MarchAgainstlmportedGovt #امپورٹڈ__حکومت__نامنظور",Negative,0.8922341465950012
2022-05-10 20:44:03+00:00,PTIofficial,"Historic article in Washington Post (from 1977) regarding US Plot to remove Pakistan's Prime Minister:  https://t.co/u1Otgg1FCp 

Dear @BBhuttoZardari, any shame in siding with the conspiracy similar to the one your Nana Zulfiqar Ali Bhutto suffered?#امپورٹڈ__حکومت__نامنظور https://t.co/CnOYWS1Dhg",Neutral,0.6619276404380798
2022-05-10 20:43:51+00:00,MujeebKhanPTI,"ISLAMABAD: May 09 - Chairman PTI @ImranKhanPTI held a meeting with representatives from Gujranwala Division.
2/2
#امپورٹڈ__حکومت__نامنظور https://t.co/PTUAOjv8uO",Neutral,0.9480129480361938
2022-05-10 20:43:45+00:00,MujeebKhanPTI,"ISLAMABAD: May 09 - Chairman PTI @ImranKhanPTI held a meeting with representatives from Gujranwala Division.
1/2
#امپورٹڈ__حکومت__نامنظور https://t.co/pwSMF27Xnj",Neutral,0.9496779441833496
2022-05-10 20:40:41+00:00,shabnamanwaar,"@ASKKhosa I think they have themselves fallen to this depth bc of their greed,dishonesty, corruption and cruelty.
May Allah almighty save us from these traitors 
وَتَوَكَّلْ عَلَى اللَّهِ ۚ وَكَفَىٰ بِاللَّهِ وَكِيلً

#امپورٹڈ__حکومت__نامنظور",Negative,0.8293402791023254
2022-05-10 20:39:12+00:00,mamehreenali4,"Scenes are from outside of jhelum reataurant
@PTIofficial

#امپورٹڈ__حکومت__نامنظور https://t.co/FrqMmJgKyb",Neutral,0.8598479628562927
2022-05-10 20:34:44+00:00,naveedsview,"Another leaked video, summary 

""It will be too much inflation in coming days, we need to stop journalist from criticizing us, lets make a whatapp group and add journalist there, so we can control them""

😂😂😂

Oo Cheery Blossom, you are a coward!!

#امپورٹڈ__حکومت__نامنظور https://t.co/iDUUb4XKJm",Negative,0.7659839987754822
2022-05-10 20:33:43+00:00,azazshoukat1,Hopefully IK will succeed in his vision of Freedom for SINDH from Zardari Family. #امپورٹڈ__حکومت__نامنظور,Positive,0.7115418314933777
2022-05-10 20:32:52+00:00,azazshoukat1,"Zardari and his son should get ready becoz em coming to Sindh. To free sindh from you. 
 #امپورٹڈ__حکومت__نامنظور",Neutral,0.719930112361908
2022-05-10 20:31:20+00:00,UmerKaramat3,"@ImranRiazKhan all the members of civil society, PTI and followers of @ImranKhanPTI are standing right behind you. We condemn the harassment to you and your family from unknown people and shadows. #Stop_Harassing_ImranRiazKhan
#امپورٹڈ__حکومت__نامنظور",Neutral,0.6566354632377625
2022-05-10 20:30:19+00:00,umercjoffical,"History is in making people have stood up for their sovereignty and rights 

Witnessing moments from the land of martyrs and sons of soil

#JhelumJalsa
 #امپورٹڈ__حکومت__نامنظور 
#امپورٹڈ__حکومت__نامنظور https://t.co/2JrooY5S9m",Neutral,0.6390566825866699
2022-05-10 20:28:59+00:00,PTIJAMALISLAM,"@aliya_hamza Yes. In Shaa Allah the future of Pakistan is bright. It is a clear message to FIA &amp; other institutions that they must refrain themselves from playing against passion. 
#امپورٹڈ__حکومت__نامنظور",Positive,0.7936626076698303
2022-05-10 20:28:33+00:00,umercjoffical,"One of our favorite pictures from the #JhelumJalsa!  

#امپورٹڈ__حکومت__نامنظور 
#امپورٹڈ__حکومت__نامنظور https://t.co/KZaTbB6at5",Positive,0.9579740762710571
2022-05-10 20:27:59+00:00,MariamZaara96,"@shazbkhanzdaGEO Pimp journalism at its best, where is your analysis now on inflation in Pakistan?

How much u take from N league?

#امپورٹڈ__حکومت__نامنظور",Negative,0.6452799439430237
2022-05-10 20:27:14+00:00,aliijazbuttar,"کھول آنکھ، زمیں دیکھ، فلک دیکھ، فضا دیکھ
مشرق سے اُبھرتے ہوئے سُورج کو ذرا دیکھ

Scenes from PTI #JhelumJalsa.
Lacs of people are present in Jalsagah and demanding that imported govt be removed and new, quick and transparent election be ensured
#امپورٹڈ__حکومت__نامنظور https://t.co/3yxgeY7vYm",Neutral,0.7869887948036194
2022-05-10 20:24:27+00:00,haider_akhwan,"@Irshaadbhatti33 @ImranRiazFan One of our favorite pictures from the #JhelumJalsa!  

#امپورٹڈ__حکومت__نامنظور https://t.co/6YQXbd7UFQ",Positive,0.9560447335243225
2022-05-10 20:20:45+00:00,MAbdullahDesign,"One of our favorite pictures from the #JhelumJalsa!  

#امپورٹڈ__حکومت__نامنظور https://t.co/YJP9660tyx",Positive,0.9483140707015991
2022-05-10 20:19:22+00:00,PTIofficial,"One of our favorite pictures from the #JhelumJalsa!  

#امپورٹڈ__حکومت__نامنظور https://t.co/wIr2xkuokH",Positive,0.9490637183189392
2022-05-10 20:18:07+00:00,Jameel51009563,"@AbdulqadirARY @Feeroza3 LOVE from jhelum Lala
#امپورٹڈ__حکومت__نامنظور",Positive,0.8594694137573242
2022-05-10 20:17:11+00:00,Urwa199,"This war isn't abt PTI or Imran Khan. This war is to save Pakistan; to snatch our freedom from mafias,traitors,looters,murderers.
#JhelumJalsa
#امپورٹڈ__حکومت__نامنظور https://t.co/TnLDOciVOK",Negative,0.595660388469696
2022-05-10 20:16:36+00:00,iSaqiKhan,"We will drag the corrupts out from their  buildings 
Roads, walls &amp; roofs were packed with people eager to listen Imran Khan today! https://t.co/sE2VJNXTvL
#امپورٹڈ__حکومت__نامنظور
#MarchAgainstImportedGovt
#امپورٹڈ_حکومت_نامنظور",Positive,0.5423775315284729
2022-05-10 20:16:26+00:00,AdilKha22029743,"If overseas Pakistanis are stopped from voting, ALL overseas Pakistanis should immediately stop sending remittances till that illegal law is removed!
#امپورٹڈ__حکومت__نامنظور
#MarchAgaintsImportedGovt",Negative,0.7999675869941711
2022-05-10 20:16:23+00:00,bhangoo_m,"Scenes from PTI Jehlum Jalsa.

#امپورٹڈ__حکومت__نامنظور 
#MarchAgainstlmportedGovt https://t.co/IK4gypkMOV",Neutral,0.8485405445098877
2022-05-10 20:16:01+00:00,TweetsByKhanum,"Dear Overseas Pakistanis Remember This Day You Are Being Deprived From The Right To Vote .
The #ImportedGovernment Has Introduced A Bill In Assembly To Deprive You Of The Right Given To You By #PTI @ImranKhanPTI
#MarchAgainstImportedGovt
#امپورٹڈ__حکومت__نامنظور https://t.co/89YHZGkuLm",Negative,0.7610138654708862
2022-05-10 20:15:27+00:00,IhtishamArif343,"@Biakhan322 @Yqbh2 @saidab60 @1_cutii @Maham_yz @Dont__Afraid @SomiPti @SAQiiRao1 @Bisma_Fati @SanaNaz_786 @_EsraBh @DrSaeedUrRehma8 @Sohail067 @1_rjpt Can't fall in your trap. Get 100% follow back only upon following from your side.
#امپورٹڈ_حکومت_نامنظور
#امپورٹڈ__حکومت__نامنظور",Neutral,0.7378281950950623
2022-05-10 20:11:51+00:00,SaniaT77,"Clip from today Jalsa
#JhelumJalsa 
#امپورٹڈ__حکومت__نامنظور https://t.co/mJn8PK2mTQ",Neutral,0.8788002729415894
2022-05-10 20:11:38+00:00,Ahmjay2022,"@hinaparvezbutt Ap ka zati hai kya? Every single penny is looted and haraam from the very nation that you are selling in to slavery  

 #امپورٹڈ__حکومت__نامنظور",Negative,0.8144848346710205
2022-05-10 20:11:31+00:00,mams_tweets,@RehamKhan1 Do you have any idea how ludicrous you sound. PM on bail of a country flying to UK to consult his convicted BROTHER to decide how they will further damage the country that they stole from for 3 decades. Lannat ho tum pe.  #امپورٹڈ__حکومت__نامنظور #MarchAgainstImportedGovt,Negative,0.8991824388504028
2022-05-10 20:10:13+00:00,umerjavedjanjua,"@NasimZehra @MaryamPTI2 True and i heard that 🇮🇳 is planning to build another dam on 🇵🇰 water.. there is not a single word from foreign office or relevant authorities..
 #ہمت_ہیں_تو_ہاتھ_لگاؤ #امپورٹڈ__حکومت__نامنظور #MarchAgainstImportedGovt",Negative,0.5315397381782532
2022-05-10 20:06:34+00:00,thepakistan2021,"Erasing Afghan women from public life: Malala asks world leaders to hold Taliban accountable
#غدار_عمران_ہے
#امپورٹڈ__حکومت__نامنظور
#DilKiBaat
#مریم_غدار_کو_گرفتار_کرو",Negative,0.5615249276161194
2022-05-10 20:04:57+00:00,AbcAaly,"Allah Hu .. and @ImranKhanPTI’s departure from #JehlumJalsa 💚💚💚

اوکھے پیندے لمیاں راواں عشق دیاں 

#امپورٹڈ_حکومت_نامنظور 
#امپورٹڈ__حکومت__نامنظور 
#MarchAgainstlmportedGovt https://t.co/tPrfxGmoVH",Positive,0.509466290473938
2022-05-10 20:04:37+00:00,KhanImran_65,"Leaked video⚠️: There is wave of inflation coming up the journalist have to stop criticizing the current government for this create a whatsapp group and add all the lifafa journalists and there they willbe prevented from criticizing you.
#امپورٹڈ__حکومت__نامنظور  #LeakedVideo https://t.co/CsGJQbHmLp",Negative,0.579764723777771
2022-05-10 20:01:24+00:00,Jameel51009563,"@ImranARaja1 True,from jhelum
#امپورٹڈ__حکومت__نامنظور",Neutral,0.6737691760063171
2022-05-10 19:58:59+00:00,miramazonfba,Now decisions will be made from London. What a joke! #امپورٹڈ__حکومت__نامنظور,Negative,0.8535317182540894
2022-05-10 19:57:41+00:00,KanwalS26015411,Is it legal or constitutional to seek advice on national public policy matters from a legally declared corrupt man living outside Pakistan. Are they all incapable that now they need a thief on how to manage.#امپورٹڈ__حکومت__نامنظور Now our future will be decided by gunda mafia,Negative,0.8575239777565002
2022-05-10 19:56:03+00:00,shaikh__sh0,"#امپورٹڈ__حکومت__نامنظور

یہ بدبخت اللہ کے عذاب کو بلا رہے ہیں!

جعلی امپورٹڈ حکومت نے نویں جماعت سے آگے تحریک انصاف حکومت کی لاگو کی گئی سیرت النبی ﷺ کی تعلیمات روک دیں!

Heaps of shame!
Imported Government has withdrawn Seerat Nabavi from Grade-9 onwards with immediate effect. https://t.co/ECfgayZfTP",Neutral,0.7067356705665588
2022-05-10 19:55:36+00:00,impgovegotohell,"Can @PTIofficial @AmbreenPTI1 @Nafees4217  engage Rtd General Raheel Shrif  with PTI.. ?..
It will bring All together.
And you will hear screams from Pmln. Believe me people loves him too..

 #امپورٹڈ__حکومت__نامنظور #MarchAgainstImportedGovt",Positive,0.6103045344352722
2022-05-10 19:55:35+00:00,ShahramKTarakai,"They like to have dollars from overseas, but they don't want to give them the right to vote, and its because the overseas vote is not for them. Keep blocking all the paths; the truth never stays in the four walls; it comes out and shines bright. #امپورٹڈ__حکومت__نامنظور https://t.co/zdAyhvahy0",Negative,0.7178619503974915
2022-05-10 19:54:58+00:00,chikkay_rakho,"@gnnhdofficial @NOORALAMKHAN Tell us Noor alam. Does the USA UK EU bar you from voting in their elections if you were a Pakistani dual national as well?
Let's see your political acumen! #MarchAgainstlmportedGovt #امپورٹڈ__حکومت__نامنظور",Neutral,0.8257665634155273
2022-05-10 19:52:54+00:00,chikkay_rakho,"What a slap on your faces dear #OverseasPakistanis by this @NOORALAMKHAN. 
Let us know if UK USA or EU stops you from voting over there if you were a Pakistani dual national. 
Please confirm this?
#MarchAgainstlmportedGovt
 #امپورٹڈ__حکومت__نامنظور https://t.co/sLPkpyXIQQ",Negative,0.8354550004005432
2022-05-10 19:50:42+00:00,uzairsayied,@MaddyWithKhan I will fly to Pakistan from Canada to cast my vote. They CANNOT stop us.  #امپورٹڈ__حکومت__نامنظور,Neutral,0.5782915353775024
2022-05-10 19:50:09+00:00,mtarique65,@asmashirazi Going to get dictation from bigger thief #امپورٹڈ__حکومت__نامنظور,Negative,0.670531153678894
2022-05-10 19:48:54+00:00,WaqarAh51060314,From Holland #امپورٹڈ__حکومت__نامنظور https://t.co/sALYFLmRFI,Neutral,0.8730171322822571
2022-05-10 19:48:22+00:00,KQazelbash,"Hassan Abdal, a Proud Pakistani from Mardan with three children, arrived #imrankhanPTI
#امپورٹڈ__حکومت__نامنظور
 تین بچوں کے ساتھ مردان سے بنی گالا جانے والا غیرت مند پاکستانی حسن ابدال پہنچ گیا 🖤
#PTIJhelumJalsa #JhelumJalsa https://t.co/BWYGE2ypCz",Positive,0.5081896185874939
2022-05-10 19:46:10+00:00,Rafey_Matin,@UmerUmh @SherNadir5 Pakistan has been blessed by a diamond from Allah SWT. Value him May Allah SWT protect him from evil eyes. #امپورٹڈ__حکومت__نامنظور,Positive,0.8949178457260132
